"김영환 지사, 과기장관에 AI영재고 설립 지원 등 건의"
"KB증권, 시간·장소 제약없이 'AI 상담' 받는다"
"포스코그룹, AI 기술 자문위원회 신설…""미래전략 수립 기대"""
"리빌더AI-메가플랜, 가상공간 구축 맞손"
"SK케미칼, AI 인지개선 '사운드마인드' 노인보호센터 보급"
"경북교육청, 누구나 가능한 SW-AI교육 기반 마련"
"에프앤가이드·리퍼블릭케이·연세대, AI 금융투자 연구 나선다"
"""포토샵 저리가!""...차세대 이미지 편집 AI 출시"
"괴산군의회 ""AI 영재고 유치 생존 문제""…건의문 채택"
"에듀윌, 인공지능 합격비서 'AI-Pass' 추진…AI 합격진단 예측 서비스 선오픈"
"포스코그룹, AI 기술 자문위원회 신설… '학계위원회' 킥오프 미팅"
"울산대, 맞춤형 AI 인력양성과정 수료식"
"KB증권, 고객 편의 증대 위한 'AI 상담 콜봇' 서비스 오픈"
"시(詩) 쓰는 카카오 AI '시아', 첫번째 시집 '시를 쓰는 이유' 출간"
'치매' ESG 나선 SK케미칼… AI 인지개선 프로그램 보급
이제 AI컴퓨터비전과 360도 카메라로 건설현장 관리한다
"[AI 주간 브리핑] 신기방기 AI모델들, 인기몰이 중     "
"SK케미칼, 36개 기관에 AI 기반 인지개선프로그램 보급"
"포스코, AI기술 자문위원회 신설… 트렌드 공유·미래사업 조언"
[단독] n번방 사건 뒤 'AI 탐지' 도입했지만…이름값 '글쎄'
"KT, S/W·AI 인재 육성 위해 EBS와 맞손"
"AI·우주 분야 등 전문가 한 곳에?···대전시, '월드포럼' 개최"
"롯데정보통신, 보안 AI로 고도화된 사이버위협 대응"
한밤중 대교 위 왔다갔다…극단적 선택 직전 AI가 구조했다
"에듀윌, 인공지능 합격비서 ‘AI 패스’ 만든다"
"DGIST 창업기업 ㈜유니바, AI학습용 데이터 구축 지원사업 선정"
"중기부, 194억 투입 AI로봇 등 154개 기업 지원"
"삼진제약, 캐나다 AI 기업과 신약개발 공동연구"
"메디웨일 ""망막 검사로 심혈관질환 예측하는 AI 의료기기 허가"""
"포스코그룹, AI기술 자문위원회 신설로 ""체계 구축"""
"금융위, AI 활용 활성화한다…'금융 AI 데이터 라이브러리' 구축"
"롯데정보통신, '시큐파이 SOC'에 보안 AI 모델 적용"
"현대차 연구개발본부, 대규모 경력R&D 인재 모집!... AI 활용 화상 인터뷰 적..."
"괴산군의회 ""괴산에 'AI 영재고' 유치해야"" 결의문 채택"
"포스코그룹, 전문가 20여명 참여한 AI 기술 자문위원회 신설"
금융분야 AI 경쟁력 키운다…관련 제도·규제 혁신
"삼성전자, AI 인재 발굴·연구 위한 경연장 '삼성 AI 챌린지' 개최"
[농정춘추] 단순농작업 혁신 위한 AI 로봇 개발과 보급 필요성
[동아광장/이성주]책임감 있는 AI
"에듀윌, 공무원 수험생 대상 AI 합격진단 서비스 오픈"
"SK(주) C&C, 울릉군보건의료원에 'AI 뇌출혈 영상 의료 솔루션' 공급"
"'금융 AI 데이터 라이브러리' 구축···""가명정보 재사용 허용"""
"KT 대구경북본부, 라마다 문경새재에 AI호텔 서비스 제공"
AI 적극 활용하는 포스코그룹... 스마트 제철소 이어 'AI 기술 자문위' 신설해...
"김소영 금융위 부위원장 ""AI 기술 고도화 필수적"""
"[Tech in Trend] 개인정보 침해 우려 줄이는 AI 알고리즘, 연합학습"
"세종충남대병원, 대화형 메신저 'AI 챗봇' 서비스 오픈"
"AI로 위조상품 꽉 잡는 마크비전, 260억원 투자 유치"
"리빌더AI-메가플랜, 가상공간 구축위해 모델링 전문 기업 '맞손'"
"딥노이드, AI 기반 흉부 엑스레이 진단 논문 국제학술지 게재"
"금융위, 금융분야 AI 활성화 나선다…""가명정보 재사용 허용"""
"에듀윌, 인공지능 합격비서 'AI-Pass'로 에듀테크 입지 강화"
AI가 쓴 시집 나온다
"SK㈜ C&C, 3시간 골든타임 잡는 ‘AI 뇌출혈 솔루션’ 울릉도에 공급"
인기 애니 '귀멸의 칼날' 속 캐릭터들을 'AI'로 현실세계에 소환하자 보인 실...
떨어지는 글쓰기 능력…AI가 작문 훈련 돕는다
"이글루코퍼레이션, KISA '보안 AI 데이터셋' 구축 사업 수주"
"삼성전자, '2022 삼성 AI 챌린지' 개최...""AI 우수 인력 발굴, 반도체, 디스플..."
"[카드] ""파이썬 활용한 자율주행"" 한양대 AI사업단, 해커톤 대회로 기술 지원"
"멋쟁이사자처럼, 데이터 분석가 양성 'AI 스쿨' 29일까지 모집"
"“충무대교 위 수상한 움직임 포착” 통영시 AI, 투신 시도자 구했다"
"금융위 ""금융권 빅데이터 AI 활성화 위해 규제 혁신"""
"AI인재가 없는 이유 ""코딩 몇 줄로 답 내는 게 아니라 기본원리 아는 인재 필..."
"KB證, AI 상담 콜봇 서비스 오픈"
"포스코그룹, AI 분야 전문가 20명으로 ‘AI 기술 자문위원회’ 신설"
"SK케미칼 ""고령층에 AI 치매예방 프로그램 보급합니다"""
금융 AI 활성화 추진…데이터 라이브러리 만든다
"10년째 2400억 비트코인 찾는 영국男…""AI·로봇 사용해 수색"""
"KT-강동경희대병원, AI 로봇 활용 병원 업무 디지털 전환 협력"
1만3000여편 읽으며 작법 익혀…시 쓰는 카카오 AI
"KB국민銀, AI기술 적용 기업여신 자동심사 시스템 구축"
"SK C&C, 골든타임 잡는 'AI 기반 뇌출혈 솔루션' 울릉도 공급"
"의료 AI 로봇기업 ‘코넥티브’, 시드 투자 유치"
AI 학습속도 4.5배↑…스마트폰 과부하 막는다
"인포텍코퍼레이션, 세액공제 AI솔루션 출시"
"aT, '농산물 가격 예측모형 개발' AI 경진대회 연다"
"카카오브레인, '시 쓰는 AI' 내놨다…시집도 출간"
한밤중 대교 위 서성여…극단적 선택 직전 AI가 구조
"KT, EBS와 함께 AI 인재육성 나선다"
"""언제든 신속 상담 가능""...KB증권, ‘AI 상담 콜봇’ 서비스 오픈"
"포스코, AI 기술 자문위 신설 … 학계·산업계 두 분야로 운영"
"SK C&C, 울릉군보건의료원에 AI 뇌출혈 판독 솔루션 공급"
"루이비통도 고객…AI로 위조상품 막는 마크비전, 260억 투자 유치"
"""AI가 유전도 뚫는다…전환기 에너지기업은 변신중"" [실리콘밸리 인사이드]"
"딥노이드, AI 솔루션 활용한 폐질환 탐지 유용성 입증"
"에듀윌, 인공지능 비서 'AI-Pass' 공개"
"포스코그룹, AI 기술 자문위원회 첫 회의"
스마트폰 위 ‘AI 연합학습 속도’ 4.5배 늘리는 기법 개발
"루닛, 임상시험서 AI 치료 효과 확인에 주가 급등"
"식약처, AI로 위험 수입식품 잡는다"
"더핑크퐁컴퍼니-AI 네트워크, '핑크퐁 아기상어' NFT 전시"
"DL이앤씨,AI·360도 카메라 기반 현장관리 솔루션 ‘디비전’ 도입"
"KB증권, 'AI 상담 콜봇' 서비스 개시"
"""미래 전략 수립""...포스코그룹, AI 기술 자문위원회 신설"
"팜캐드, '바이오플러스·인터펙스'서 AI 약물개발 성과 등 발표"
"조선대, ‘AI·SW 여름방학 아카데미’ 성료"
"괴산군의회 ""AI 영재고 유치는 지역 생존 문제""…건의문 채택"
"통영시, AI 딥러닝 기술로 ‘극단적 선택’ 막았다"
"AI가 개발하는 신약, 어디까지 왔나…""수요 맞춰 다양한 방식 분화"""
"KB증권, 'AI 상담 콜봇' 서비스 오픈…연내 적용범위 확대 [증권오늘]"
"SK C&C, 'AI 뇌출혈 영상'으로 울릉도 응급환자 돕는다!"
"[포토] KT, EBS와 SW·AI 학습환경 제공 MOU"
"정부, 가명정보 재사용 허용 ‘금융 AI 데이터 라이브러리’ 구축한다"
"삼진제약, 캐나다 사이클리카와 AI 신약개발 공동연구 계약 체결"
"방문요양 스타트업 케어링, 네이버와 손잡고 AI 돌봄 서비스 박차"
"포스코그룹, AI 기술 자문위 신설"
영진전문대 'AI융합기계계열 학술대회 논문상' 수상
"포스코그룹, AI 기술자문위원회 신설"
"트윔, 에너지 산업 분야 50억원 규모 AI 검사 프로젝트 수주"
"화성시, AI자원회수기 새솔동 9군데 설치 운영"
"KT, EBS와 '맞손'…소프트웨어(SW)·인공지능(AI) 학습환경 제공"
반도체·AI·빅데이터 등 석박사 증원 쉬워져···개정안 국무회의 통과
"SK㈜ C&C, ‘AI 뇌출혈 영상 의료 솔루션’으로 울릉도 응급환자 돕는다"
"경북교육청, SW-AI교육 환경개선 사업 확대"
"KT·EBS, 디지털 인재 양성 '맞손'···""AI 학습환경 제공"""
조선대 지역사회 중학생 AI·SW교실 임무 완수
"에프앤가이드·리퍼블릭케이·연세대, 'AI 활용한 금융 시장 연구' MOU 체결"
"조선대 김영식 교수, 서울대 및 대구경북대 연구팀과 '프라이버시 보장 AI 기..."
"포스코그룹, AI 기술 자문위 신설···각계 전문가 20명 구성"
‘예술’ 영역 넘보는 인공지능…시 쓰고 그림 그리는 초거대AI
"KB증권, ‘AI 상담 콜봇’ 서비스 오픈... “신속한 상담 가능”"
"화성시 , 재활용 AI자원회수기 설치"
"KT, EBS와 소프트웨어·AI 인재 육성한다"
"롯데정보통신, 보안 AI 모델로 지능형 위협 차단"
"멋쟁이사자처럼, 데이터 분석가 양성 과정 'AI 스쿨' 모집"
"SK하이닉스, AI·빅데이터 연산에 최적화한 CXL 메모리 첫 샘플 개발"
"김소영, ""디지털 금융규제 혁신…빅데이터·AI 활용 지원"""
"DL이앤씨, 국내 최초 AI·360도 카메라 기반 현장관리 솔루션 ‘디비전’ 도입"
"딥브레인AI, 하나은행 모바일 앱에 'AI 휴먼' 공급"
"AI 기반 무릎관절 수술 '코넥티브', 카카오벤처스 시드투자 유치"
"AI가 내 대출 심사, 어떻게 믿지?"
"SK케미칼 등 3사, AI 치매예방 프로그램 보급···""사회적 가치 창출"""
AI영재고 유치전 괴산군도 가세…군의회 건의문 채택
"SK케미칼, AI기반 인지개선 프로그램 노인보호센터 보급"
"헷갈리는 '임테기' 결과 AI가 알려준다…NHN에듀, 서비스 출시"
스마트폰 위 AI 연합학습 속도 4.5배 높여 과부하 막는다
인공지능 합격비서가 공무원 수험생에게 합격 진단해주는 에듀윌 'AI-Pass'
"SK케미칼, AI 인지개선 프로그램 보급…치매 예방 앞장"
"카카오브레인, 시쓰는 AI '시아' 시집 출간"
KAIST “반도체·AI 생태계 선도…논문 수 세계 상위권”
"KB증권, 'AI 상담 콜봇' 서비스 시행"
"이글루코퍼레이션, KISA 사이버보안 AI 데이터셋 사업 수주"
SK㈜ C&C ‘AI 영상 의료 솔루션’ 울릉도에 공급
"카카오 AI, 시인으로 데뷔한다…""시를 쓰는 이유"" 8일 출간"
"고려대 법학전문대학원, 데이터·AI 전문 과정 개설"
"포스코그룹, AI 기술 자문위원회 신설...""진화하는 AI신기술·전략 방향 조언..."
통영 충무대교 난간 넘던 40대 AI가 구해
"삼진제약, 캐나다 `사이클리카`와 AI 신약개발 공동연구 계약 체결"
"KB증권, ‘AI 상담 콜봇’ 서비스 오픈…신속한 음성 상담 제공"
AI로 공공SW사업 제안요청서 작성 불편 해결
[AI-META 시대 '미래전략'] <25>공정거래
"의료 AI 로봇 기업 코넥티브, 카카오벤처스 시드 투자 유치"
"SK㈜ C&C, AI 뇌출혈 검사 솔루션 울릉도 공급"
"조달청, AI 기반 ‘e-제안요청 도움’ 서비스 개시"
"'큰 글씨에 AI 자막'… 저축은행, 금융 취약층 맞춤 디지털 서비스"
"SK㈜ C&C, 울릉군보건의료원에 AI 뇌출혈 영상 의료 솔루션 공급"
"에듀윌, 인공지능 합격비서 ‘AI-Pass’ 서비스 오픈"
AI 물류 스타트업 '바이너리브릿지' 44억 규모 프리A 투자 유치
"금융당국, 금융권 AI 도입 박차…“금융규제 혁신 필수”"
"포스코그룹, AI 기술 자문위원회 신설…AI분야 학계 등 20명 구성"
"딥브레인AI, 하나은행 모바일 앱에 AI 뱅커 공급"
"DL이앤씨, AI‧360도 카메라 기반 현장관리 솔루션 '디비전' 도입"
"시, 그림, 작곡까지 ‘뚝딱’…“AI, 넌 못하는 게 뭐니?”"
"""시를 쓴다는 건, 세상에서 가장 짧은 말을 하는 것""..AI가 쓴 서시"
KB증권 'AI 상담 콜봇' 서비스…담보부족 등 자동 안내
"금융위, 금융분야 AI 데이터 라이브러리 구축"
"포스코, AI기술 자문위원회 신설...첫 회의 개최"
"SK케미칼·SK바이오사이언스·SK플라즈마, AI로 치매 해결 시도"
"포스코그룹, AI사업분야ㆍ인재 발굴 나선다"
"조달청, AI기반 공공SW사업 발주지원시스템 개통"
"SK케미칼, AI 기술 활용해 치매예방 돕는다"
"SK케미칼, 치매 예방 활동 펼친다…노인센터에 AI 기반 인지개선프로그램 보급"
AI가 쓴 시집 국내 첫 출간…카카오 '시를 쓰는 이유' 8일 공개
"인공지능치의학회, 치의학에서 AI 활용방안 모색"
"한국농수산식품유통공사, '농산물 가격 예측 AI 경진대회' 개최"
"하나은행, 모바일 앱 내 'AI뱅커' 도입"
"국민은행, AI 기술 적용 기업여신 자동심사 시스템 구축"
"딥브레인AI, 하나은행 모바일 앱에 'AI 뱅커' 공급"
"SK㈜ C&C, AI 뇌출혈 영상기술로 울릉도 환자 돕는다"
"삼진제약, 캐나다 사이클리카와 AI 신약개발 공동연구"
"DL이앤씨, 국내 최초 AI·360도 카메라 현장관리 솔루션 '디비전' 도입"
"카카오브레인, 초거대 AI 언어 모델 ‘KoGPT’ 활용 시집 출간"
"투디지트, AI 기반 뉴스 추천·분석 정보 제공 서비스 '뉴스샐러드' 개발"
"기보, 신입 공채…표절 여부 AI로 거른다"
"성범죄 피해 조서 쓰는 AI, 2급지 경찰서까지 확대"
"오산시, AI로 CCTV 관제…범죄 예방 효과 기대"
"KB국민은행, AI 기술 적용 기업여신 자동심사 시스템 구축"
"딥노이드, ""AI솔루션 폐질환 위치 탐지 입증… 국제학술지 게재"""
"금융당국 ""금융권, 빅데이터·AI 효과적 활용토록 규제 혁신할 것"""
"KT, EBS와 함께 AI 인재 육성...""소프트웨어·인공지능 학습환경 제공을 위한..."
"삼진제약, AI 신약개발 플랫폼사와 공동연구 계약"
"포스코그룹, AI 기술 자문위원회 신설…AI분야 산·학 전문가 20명 구성"
"""국방과학기술의 첨단화""…정부, AI·로봇·UAM 활용 국방 R&D 강화"
"SK㈜ C&C, 울릉도보건의료원에 'AI 뇌출혈 영상 의료 솔루션' 공급"
"세종충남대병원, AI 챗봇 서비스 오픈"
"화성시, AI 자원회수기기 9개소 시범운영"
"스마트폰 위 AI '연합학습' 속도 4.5배 달성...KAIST, 새로운 가속 기법 개발"
"""美, 中에 AI 반도체 설계·제조 핵심 소프트웨어 수출 금지 추진"""
"식약처, AI 활용한 '위험예측 기반 검사·관리 시스템' 구축 추진"
"""AI신약개발, 속도보다 정확도…상업화 위한 맞춤형·차별화 필요"""
AI 기반 인지개선 프로그램… 노인보호센터 통해 보급
금융권 AI 빅데이터 적극 활용 돕는다
"KT, AI 식이·인슐린 솔루션 디지털 트윈으로 당뇨 관리"
"메타AI, 최신 AI 챗봇 '블렌더봇3' 소개"
"KB증권, ‘AI 상담 콜봇’ 서비스 개시···담보부족·해외주식 배당옵션 등..."
"DL이앤씨, AI기반 360도 카메라 건설현장 도입..공기 단축 효과"
"파수, 개인정보 비식별 솔루션 'ADID'에 AI 기술 탑재"
스마트폰 활용 AI 연합학습 속도 빨라진다
"삼진제약, 캐나다 AI 업체와 신약 개발 나선다"
"금융위, 가명 금융정보 재사용 허용...금융 AI 데이터 라이브러리 구축"
"""AI로 골든타임 지킨다""…SK C&C, 울릉도에 'AI 뇌출혈 판독 솔루션' 공급"
"인권위, 국가인권정책계획에 ‘AI 인권보호 강화’ 권고 담았다"
"의료 AI 로봇기업 '코넥티브', 시드 투자 유치"
"파수, 비식별 솔루션 '애널리틱디아이디'에 AI 기술 탑재"
"""발주도 입찰도 어려운 공공SW사업, AI기술이 도와드려요"""
"포스코그룹, 'AI기술 자문위원회' 신설...인공지능 분야 학계, 산업계 전문가..."
"카카오 AI, 그림 이어 시도 쓴다"
"스마트폰 AI 연합학습 속도, 4.5배 빨라진다"
'6천억 시장' 음식물처리기…똑똑해야 팔린다 'AI 무장'
"""우린 늘 1등"" 카이스트, 반도체·AI 연구 성과 발표"
"SK케미칼, AI 인지개선프로그램 보급 통해 치매 예방 나선다"
"美, ‘주요고객’ 中에 AI칩 설계·제조 핵심 소프트웨어 수출금지 추진"
"KT, 채용연계형 AI 석사과정 신입생 모집"
"KT, EBS와 함께 AI 인재 육성 협력"
"장성군,인공지능(AI)말동무 인형 지원사업 추진"
­ AI 모델 '연합학습' 속도 빨라진다
"2400억 비트코인 찾으려 9년째 쓰레기장 맴도는 남성…""AI·로봇으로 수색"""
"SK㈜ C&C, AI 뇌출혈 영상 의료 솔루션 공급 확대"
"DL이앤씨, AI·360도 카메라 활용해 현장관리 효율 극대화"
"DL이앤씨, 국내 최초 AI·360도 카메라 기반 현장관리 솔루션 도입"
"KB증권, 'AI 상담 콜봇' 서비스 시작...24시간 상담 가능"
"충남도, AI학습용 ‘종패 생산 데이터’ 구축"
"DGIST 학부생 창업기업, AI 학습용 데이터 구축 지원사업 선정"
삼진제약-사이클리카 ‘AI 신약개발 공동연구’ 계약
"[인터뷰] 김제민 연출 ""시 쓰는 AI 작가 '시아'는 질문 품은 공동 창작자"""
"美 애플 AI개발 이진호 박사 위메프, 최고기술책임자 영입"
"SK C&C, AI로 울릉도 응급환자 돕는다"
"KB국민은행, AI활용 다각화 나선다"
"“삼성·LG, 고객 목소리 들어야…” 글로벌 AI 고객경험 분석 CEO가 던진 말..."
"“AI가 이런 것까지?”‥KB증권, ‘AI 상담 콜봇’ 서비스 선봬"
"이글루코퍼레이션, 'KISA 사이버보안 AI 데이터셋' 사업 수주"
"코트라, 중견기업 ESG 이슈 모니터링 서비스…“AI로 분석해요”"
통영 충무대교 난간 넘은 40대 `AI`가 구조
"DL이앤씨, AI·360도카메라 기반 현장관리기법 '디비전' 도입"
"금융위, AI 활용 디지털 금융혁신 돕는다..‘AI 데이터 라이브러리’ 구축"
"제이엘케이, AI 기반 뇌 노화 분석 솔루션 태국 허가 획득"
AI기반 학생맞춤형 수업 전체 학교로 확대 모색
"KT AI 호텔, 라마다 문경새재 호텔에 들어선다"
"경북교육청, 누구나 가능한 SW-AI 교육 기반 마련"
스마트뱅킹에 AI 휴먼이?
[재택플러스] '무인'점포 범죄‥'AI'기술 도입
"KB증권 "" 'AI상담 콜봇' 서비스 시행...고객 편익 증대"""
화성시 AI 자원회수기기로 재활용률 높인다
"CJ올리브네트웍스, AI 인재 양성 박차"
"""해외 우수 인재 모신다"" 현대차, AI·자율주행 박사 국내 초청 채용"
"英, 운전중 핸드폰 사용 단속하는 AI 감시 차량 운영"
"SK㈜ C&C, 울릉군보건의료원에 AI 뇌출혈 검사 솔루션 공급"
"KT 인공지능 교육서비스 '코디니', EBS 교육플랫폼 '이솦'에 탑재...AI·SW ..."
"""나랑 게임 한판 할래?""...친구 아닌 AI가 하는 말이었다"
"위험한 수입식품, AI로 판별한다"
"금융위 ""금융분야 AI기술 고도화 필수""...'금융 AI 데이터 라이브러리' 구축"
"DL이앤씨, AI·360도 카메라 기반 현장관리 솔루션 ‘디비전’ 도입"
‘쿨투라cultura 8월호’ K-콘텐츠의 AI 활용 전망을 탐색하다
"팜캐드, AI 신약개발 플랫폼 성과 공개"
"보은군의회, AI영재고 유치 촉구"
"금융 AI 데이터 라이브러리 구축…금융위 ""금융규제 혁신"""
"KT, AI 로봇으로 병원 디지털 전환 나선다"
"화성시, AI 자원회수기기로 재활용률 높인다"
"DL이앤씨, AI·360도 카메라 현장관리 솔루션 도입…오·미시공 줄여 품질 향..."
"파수, 비식별 솔루션 ‘애널리틱디아이디’에 AI 기술 탑재"
개인정보 유출 없다···스마트폰 AI기술 4.5배 ↑ 
"LG전자·美 사운드하운드, 차량용 AI 음성인식 공동 개발"
"삼성, AI·ML에 최적화된 차세대 메모리 솔루션 대거 공개"
"""AI 뱅커입니다"" 은행 모바일 앱에 디지털 휴먼 최초 등장"
누구나 고흐처럼 그릴 수 있다… AI만 있다면
"KAIST, 반도체와 AI 핵심 기술력으로 '인공지능 반도체 '생태계 선도한다"
"KISTI, 쿠웨이트 고등학생 대상 DATA·AI 캠프 운영"
'임테기 흐릿한 줄로 수차례 반복'…이젠 AI가 판독해준다
"셀바스AI, 'AI 음성인식 기반 성폭력 피해 조서 작성 시스템' 확대 적용"
"SK C&C, 울릉군보건의료원에 AI기반 영상 의료 솔루션 ‘메디컬 인사이트 플러..."
"[초점] 메타 경영진, 새로 발표한 최첨단 AI 때문에 '난감'"
"건양고, AI 및 디스플레이 응용 융합 메이커 교육 개최"
"포스코그룹, AI 기술 전문가 모아 자문위원회 신설"
"이스트소프트-YBM, 외국어 교육 특화 'AI 휴먼' 만든다"
"AI속기사, 이젠 경찰조사때 대신 받아쓴다"
강기정 광주시장 “여당이 AI반도체 단지 등 현안 힘써달라”
"KAIST, 스마트폰 위 AI 연합학습 속도 4.5배 획기적 향상 기법 ‘개발’"
"""여성 언더웨어도 이젠 AI시대""...AI맞춤형 속옷추천앱 ‘퍼펙트핏’ 눈길"
"DL이앤씨, AI·360도 카메라 기반 현장관리 솔루션 ‘디비전’ 도입…""오시공..."
"[NOW] 詩 쓰는 AI 작가, 대학로 무대 진출"
"하나은행, 모바일 앱 하나원큐에 'AI 뱅커' 도입"
[굿모닝충북] 한 끼 밥도 못 챙기면서 'AI영재고' 타령 빈축
"카카오브레인 AI모델 시아, 첫 시집 '시를 쓰는 이유' 출간"
"KB국민은행, AI 기업여신 자동심사 시스템 구축"
"광양제철소, AI 기반 하역 크레인 안전거리 자동측정 시스템 구축"
"""AI, 7살 수준 자의식"" 주장했다 해고…현실은?"
"KB국민은행, 기업여신 자동심사 AI 구축"
"KTOA, KIF 신규 자펀드 결성 추진...AI·6G 분야 투자"
“모두가 쓸 수 있는 AI 기술을 만들고 싶다”
"금융위, AI 활성화 위해 망분리 규제 개선ㆍ데이터 라이브러리 구축 나선다"
"SK㈜ C&C, 'AI 뇌출혈 영상 의료 솔루션'으로 울릉도 응급환자 돕는다"
"괴산군의회 ""AI영재고, 괴산 유치해야"""
"포항공대, AI 경영자 양성을 위한 최고경영자과정 신설"
"루닛, 임상시험서 AI 치료효과 확인에 주가 급등"
DL이앤씨 AI·360도 카메라 현장관리 솔루션 도입
AI 인재 찾아 어디든 간다… 대학교·지하철역서 채용 캠페인
"""반도체·AI 생태계 선도"""
"조달청, AI 기반 공공SW사업 발주지원시스템 'e-제안요청 도움' 구축"
"KT, 2023학년도 봄학기 채용연계형 AI 석사과정 신입생 모집"
AI 인공관절 로봇 전문 코넥티브 '시드 투자' 완료
"기보, 2022년도 신입직원 75명 채용... AI 빅데이터 기반 검사 실시"
"DL이앤씨, AI기반 컴퓨터‧360도 카메라로 건설현장 관리"
"금융 모바일 앱에도 AI 휴먼이··· 딥브레인AI, 하나은행에 ‘AI 뱅커’ 공..."
"괴산도 AI영재고 ‘유치전’ 가세…군의회, 건의문 채택"
"디지털 금융혁신 목표...금융위, '빅데이터-AI 활용 활성화 방안' 제시"
"미래에셋증권, AI활용한 디지털PB센터 출범"
카이스트 “반도체·AI 생태계 선도…논문 수 세계 상위권”
리퍼블릭케이·에프앤가이드·연세대학교 AI기술 활용 위해 MOU체결
"괴산군의회, AI 영재고 유치 건의문"
"보은군의회 ""교육·정주여건 위해 AI영재고 유치해야"""
"전주비전대 평생교육원, AI융합교육·데이터라벨러 수강생 모집"
AI활용 스마트폰으로 술 등 진위 여부 가린다
AI가 극단적 선택 40대 구해…학습 통해 행동 포착
"충남도, AI 학습용 ‘종패 생산 데이터’ 구축"
금융위 “빅데이터·AI활용 규제 혁신” 금융사 가명정보 재사용도 허용한다
"수리硏, 산업수학에 ‘AI’ 접목시킨다"
금융 AI 도서관 출범...데이터 필요할 때 꺼내쓴다
